concept_id	concept_name	domain_id	vocabulary_id	concept_class_id	standard_concept	concept_code	valid_start_date	valid_end_date	invalid_reason
709850		Measurement	CPT4	CPT4	S	0098U	20200504	20220101	
2101603		Procedure	CPT4	CPT4		0099T	20060213	20170507	
709851		Measurement	CPT4	CPT4	S	0099U	20200504	20220101	
2722185		Procedure	CPT4	CPT4	S	01000	19700101	20130508	
2101604		Procedure	CPT4	CPT4	S	0100T	20060213	20991231	
709852		Measurement	CPT4	CPT4	S	0100U	20200504	20220101	
759460		Drug	CPT4	CPT4		0101A	20210503	20230501	
2101605		Procedure	CPT4	CPT4	S	0101T	20060213	20991231	
709853		Measurement	CPT4	CPT4	S	0101U	20200504	20991231	
759461		Drug	CPT4	CPT4		0102A	20210503	20230501	
2101606		Procedure	CPT4	CPT4	S	0102T	20060213	20991231	
709854		Measurement	CPT4	CPT4	S	0102U	20200504	20991231	
759462		Drug	CPT4	CPT4		0103A	20210503	20230501	
2101607		Measurement	CPT4	CPT4		0103T	20060213	20170507	
709855		Measurement	CPT4	CPT4	S	0103U	20200504	20991231	
759463		Drug	CPT4	CPT4		0104A	20210503	20991231	
42741040		Procedure	CPT4	CPT4	S	0104T	20060213	20110505	
742194		Measurement	CPT4	CPT4	S	0104U	20190701	20200101	
42741005		Procedure	CPT4	CPT4	S	0105T	20060213	20110505	
709856		Measurement	CPT4	CPT4	S	0105U	20200504	20991231	
2101610		Procedure	CPT4	CPT4	S	0106T	20060213	20991231	
709857		Procedure	CPT4	CPT4	S	0106U	20200504	20991231	
2101611		Procedure	CPT4	CPT4	S	0107T	20060213	20991231	
709858		Measurement	CPT4	CPT4	S	0107U	20200504	20991231	
2101612		Procedure	CPT4	CPT4	S	0108T	20060213	20991231	
709859		Measurement	CPT4	CPT4	S	0108U	20200504	20991231	
2101613		Procedure	CPT4	CPT4	S	0109T	20060213	20991231	
709860		Measurement	CPT4	CPT4	S	0109U	20200504	20991231	
2101614		Procedure	CPT4	CPT4	S	0110T	20060213	20991231	
709861		Measurement	CPT4	CPT4	S	0110U	20200504	20991231	
2722186		Procedure	CPT4	CPT4	S	01110	19700101	20130508	
2101615		Procedure	CPT4	CPT4	S	01112	19700101	20991231	
777324		Drug	CPT4	CPT4		0111A	20220617	20991231	
2101616		Measurement	CPT4	CPT4	S	0111T	20060213	20201231	
709862		Measurement	CPT4	CPT4	S	0111U	20200504	20991231	
2101617		Procedure	CPT4	CPT4		01120	19700101	20991231	
777308		Drug	CPT4	CPT4		0112A	20220617	20991231	
709863		Measurement	CPT4	CPT4	S	0112U	20200504	20991231	
2101618		Procedure	CPT4	CPT4	S	01130	19700101	20991231	
777309		Drug	CPT4	CPT4		0113A	20220617	20991231	
709864		Measurement	CPT4	CPT4	S	0113U	20200504	20991231	
2101619		Procedure	CPT4	CPT4		01140	19700101	20991231	
709865		Measurement	CPT4	CPT4	S	0114U	20200504	20991231	
2101620		Procedure	CPT4	CPT4	S	01150	19700101	20991231	
42741041		Procedure	CPT4	CPT4		0115T	20060213	20080401	
709866		Measurement	CPT4	CPT4	S	0115U	20200504	20991231	
2101622		Procedure	CPT4	CPT4	S	01160	19700101	20991231	
42741006		Procedure	CPT4	CPT4		0116T	20060213	20080401	
709867		Measurement	CPT4	CPT4	S	0116U	20200504	20991231	
2101624		Procedure	CPT4	CPT4	S	01170	19700101	20991231	
2101625		Procedure	CPT4	CPT4	S	01173	20040331	20991231	
42740974		Procedure	CPT4	CPT4		0117T	20060213	20080401	
709868		Measurement	CPT4	CPT4	S	0117U	20200504	20991231	
2101627		Procedure	CPT4	CPT4	S	01180	19700101	20180506	
709869		Measurement	CPT4	CPT4	S	0118U	20200504	20991231	
2101628		Procedure	CPT4	CPT4	S	01190	19700101	20180506	
709870		Measurement	CPT4	CPT4	S	0119U	20200504	20991231	
2101629		Procedure	CPT4	CPT4	S	01200	19700101	20991231	
2101630		Procedure	CPT4	CPT4	S	01202	19700101	20991231	
42740942		Procedure	CPT4	CPT4		0120T	20060213	20160311	
709871		Measurement	CPT4	CPT4	S	0120U	20200504	20991231	
2101632		Procedure	CPT4	CPT4	S	01210	19700101	20991231	
2101633		Procedure	CPT4	CPT4		01212	19700101	20991231	
2101634		Procedure	CPT4	CPT4	S	01214	19700101	20991231	
2101635		Procedure	CPT4	CPT4	S	01215	19700101	20991231	
709872		Measurement	CPT4	CPT4	S	0121U	20200504	20991231	
2101636		Procedure	CPT4	CPT4	S	01220	19700101	20991231	
709873		Measurement	CPT4	CPT4	S	0122U	20200504	20991231	
2101637		Procedure	CPT4	CPT4	S	01230	19700101	20991231	
2101638		Procedure	CPT4	CPT4	S	01232	19700101	20991231	
2101639		Procedure	CPT4	CPT4	S	01234	19700101	20991231	
2101640		Procedure	CPT4	CPT4		0123T	20060213	20170507	
709874		Measurement	CPT4	CPT4	S	0123U	20200504	20991231	
2722187		Procedure	CPT4	CPT4	S	01240	19700101	20130508	
777310		Drug	CPT4	CPT4		0124A	20220831	20991231	
2101641		Procedure	CPT4	CPT4	S	0124T	20060213	20140415	
709875		Measurement	CPT4	CPT4	S	0124U	20200504	20210101	
2101642		Procedure	CPT4	CPT4	S	01250	19700101	20991231	
709876		Measurement	CPT4	CPT4	S	0125U	20200504	20210101	
2101643		Procedure	CPT4	CPT4	S	01260	19700101	20991231	
2101644		Procedure	CPT4	CPT4	S	0126T	20060213	20201231	
709877		Measurement	CPT4	CPT4	S	0126U	20200504	20210101	
2101645		Procedure	CPT4	CPT4	S	01270	19700101	20991231	
2101646		Procedure	CPT4	CPT4	S	01272	19700101	20991231	
2101647		Procedure	CPT4	CPT4	S	01274	19700101	20991231	
709878		Measurement	CPT4	CPT4	S	0127U	20200504	20210101	
709879		Measurement	CPT4	CPT4	S	0128U	20200504	20210101	
709880		Measurement	CPT4	CPT4	S	0129U	20200504	20991231	
2722188		Procedure	CPT4	CPT4	S	01300	19700101	20130508	
42740842		Procedure	CPT4	CPT4	S	0130T	20060213	20110505	
709881		Measurement	CPT4	CPT4	S	0130U	20200504	20991231	
709882		Procedure	CPT4	CPT4	S	0131U	20200504	20991231	
2101649		Procedure	CPT4	CPT4	S	01320	19700101	20991231	
709883		Procedure	CPT4	CPT4	S	0132U	20200504	20991231	
42741042		Procedure	CPT4	CPT4	S	0133T	20060213	20080401	
709884		Procedure	CPT4	CPT4	S	0133U	20200504	20991231	
2101651		Procedure	CPT4	CPT4	S	01340	19700101	20991231	
777311		Drug	CPT4	CPT4		0134A	20220831	20991231	
709885		Procedure	CPT4	CPT4	S	0134U	20200504	20991231	
42741007		Procedure	CPT4	CPT4		0135T	20060213	20160311	
709886		Procedure	CPT4	CPT4	S	0135U	20200504	20991231	
2101653		Procedure	CPT4	CPT4	S	01360	19700101	20991231	
709887		Procedure	CPT4	CPT4	S	0136U	20200504	20991231	
42740975		Procedure	CPT4	CPT4	S	0137T	20060213	20090406	
709888		Procedure	CPT4	CPT4	S	0137U	20200504	20991231	
2101655		Procedure	CPT4	CPT4		01380	19700101	20991231	
2101656		Procedure	CPT4	CPT4	S	01382	19700101	20991231	
709889		Procedure	CPT4	CPT4	S	0138U	20200504	20991231	
2101657		Procedure	CPT4	CPT4	S	01390	19700101	20991231	
2101658		Procedure	CPT4	CPT4	S	01392	19700101	20991231	
742195		Measurement	CPT4	CPT4	S	0139U	20200504	20220101	
2101659		Procedure	CPT4	CPT4	S	01400	19700101	20991231	
2101660		Procedure	CPT4	CPT4		01402	19700101	20991231	
2101661		Procedure	CPT4	CPT4		01404	19700101	20991231	
42740943		Procedure	CPT4	CPT4	S	0140T	20060213	20100403	
742196		Measurement	CPT4	CPT4	S	0140U	20200504	20991231	
2101663		Procedure	CPT4	CPT4	S	0141T	20070703	20120507	
742197		Measurement	CPT4	CPT4	S	0141U	20200504	20991231	
2101664		Procedure	CPT4	CPT4	S	01420	19700101	20991231	
2101665		Procedure	CPT4	CPT4	S	0142T	20070703	20120507	
742198		Measurement	CPT4	CPT4	S	0142U	20200504	20991231	
2101666		Procedure	CPT4	CPT4		01430	19700101	20991231	
2101667		Procedure	CPT4	CPT4		01432	19700101	20991231	
2101668		Procedure	CPT4	CPT4	S	0143T	20070703	20120507	
742199		Measurement	CPT4	CPT4	S	0143U	20200504	20991231	
2101669		Procedure	CPT4	CPT4		01440	19700101	20991231	
2101670		Procedure	CPT4	CPT4		01442	19700101	20991231	
2101671		Procedure	CPT4	CPT4	S	01444	19700101	20991231	
777312		Drug	CPT4	CPT4		0144A	20221012	20991231	
42741105		Procedure	CPT4	CPT4	S	0144T	20070703	20100403	
742200		Measurement	CPT4	CPT4	S	0144U	20200504	20991231	
42741103		Procedure	CPT4	CPT4	S	0145T	20070703	20100403	
742201		Measurement	CPT4	CPT4	S	0145U	20200504	20991231	
2722189		Procedure	CPT4	CPT4	S	01460	19700101	20130508	
2101674		Procedure	CPT4	CPT4		01462	19700101	20991231	
2101675		Procedure	CPT4	CPT4	S	01464	19700101	20991231	
42741101		Procedure	CPT4	CPT4	S	0146T	20070703	20100403	
742202		Measurement	CPT4	CPT4	S	0146U	20200504	20991231	
2101677		Procedure	CPT4	CPT4	S	01470	19700101	20991231	
2101678		Procedure	CPT4	CPT4	S	01472	19700101	20991231	
2101679		Procedure	CPT4	CPT4	S	01474	19700101	20991231	
42741100		Procedure	CPT4	CPT4	S	0147T	20070703	20100403	
742203		Measurement	CPT4	CPT4	S	0147U	20200504	20991231	
2101681		Procedure	CPT4	CPT4		01480	19700101	20991231	
2101682		Procedure	CPT4	CPT4		01482	19700101	20991231	
2101683		Procedure	CPT4	CPT4	S	01484	19700101	20991231	
2101684		Procedure	CPT4	CPT4		01486	19700101	20991231	
42741099		Procedure	CPT4	CPT4	S	0148T	20070703	20100403	
742204		Measurement	CPT4	CPT4	S	0148U	20200504	20991231	
2101686		Procedure	CPT4	CPT4	S	01490	19700101	20991231	
42741109		Procedure	CPT4	CPT4	S	0149T	20070703	20100403	
742205		Measurement	CPT4	CPT4	S	0149U	20200504	20991231	
2101688		Procedure	CPT4	CPT4	S	01500	19700101	20991231	
2101689		Procedure	CPT4	CPT4	S	01502	19700101	20991231	
42741111		Procedure	CPT4	CPT4	S	0150T	20070703	20100403	
742206		Measurement	CPT4	CPT4	S	0150U	20200504	20991231	
42741107		Procedure	CPT4	CPT4	S	0151T	20070703	20100403	
742207		Measurement	CPT4	CPT4	S	0151U	20200504	20230501	
2101692		Procedure	CPT4	CPT4		01520	19700101	20991231	
2101693		Procedure	CPT4	CPT4	S	01522	19700101	20991231	
2101694		Procedure	CPT4	CPT4	S	0152T	19700101	20130508	
742191		Measurement	CPT4	CPT4	S	0152U	20200504	20991231	
42741104		Procedure	CPT4	CPT4	S	0153T	20070703	20080401	
742208		Measurement	CPT4	CPT4	S	0153U	20200504	20991231	
777313		Drug	CPT4	CPT4		0154A	20221012	20991231	
42741102		Procedure	CPT4	CPT4		0154T	20070703	20160311	
742209		Measurement	CPT4	CPT4	S	0154U	20200504	20991231	
2101697		Procedure	CPT4	CPT4	S	0155T	20070703	20120507	
742210		Measurement	CPT4	CPT4	S	0155U	20200504	20991231	
2101698		Procedure	CPT4	CPT4	S	0156T	20070703	20120507	
742211		Measurement	CPT4	CPT4	S	0156U	20200504	20991231	
2101699		Procedure	CPT4	CPT4	S	0157T	20070703	20120507	
742212		Procedure	CPT4	CPT4	S	0157U	20200504	20991231	
2101700		Procedure	CPT4	CPT4	S	0158T	20070703	20120507	
742213		Procedure	CPT4	CPT4	S	0158U	20200504	20991231	
2101701		Procedure	CPT4	CPT4	S	0159T	20070703	20190505	
742214		Procedure	CPT4	CPT4	S	0159U	20200504	20991231	
2722190		Procedure	CPT4	CPT4	S	01600	19700101	20130508	
42741176		Procedure	CPT4	CPT4	S	0160T	20070703	20110505	
742215		Procedure	CPT4	CPT4	S	0160U	20200504	20991231	
2101703		Procedure	CPT4	CPT4	S	01610	19700101	20991231	
42741151		Procedure	CPT4	CPT4	S	0161T	20070703	20110505	
742216		Procedure	CPT4	CPT4	S	0161U	20200504	20991231	
2101705		Procedure	CPT4	CPT4	S	01620	19700101	20991231	
2101706		Procedure	CPT4	CPT4	S	01622	19700101	20991231	
42741126		Procedure	CPT4	CPT4	S	0162T	20070703	20090406	
742217		Procedure	CPT4	CPT4	S	0162U	20200504	20991231	
2101708		Procedure	CPT4	CPT4	S	01630	19700101	20991231	
42735209		Procedure	CPT4	CPT4	S	01632	19700101	20100403	
2101710		Procedure	CPT4	CPT4	S	01634	19700101	20991231	
2101711		Procedure	CPT4	CPT4	S	01636	19700101	20991231	
2101712		Procedure	CPT4	CPT4	S	01638	19700101	20991231	
2101713		Procedure	CPT4	CPT4		0163T	20070703	20230501	
759464		Measurement	CPT4	CPT4	S	0163U	20210503	20991231	
733012		Drug	CPT4	CPT4		0164A	20221208	20991231	
2101714		Procedure	CPT4	CPT4	S	0164T	20070703	20991231	
759465		Measurement	CPT4	CPT4	S	0164U	20210503	20991231	
2101715		Procedure	CPT4	CPT4		01650	19700101	20991231	
2101716		Procedure	CPT4	CPT4	S	01652	19700101	20991231	
2101717		Procedure	CPT4	CPT4		01654	19700101	20991231	
2101718		Procedure	CPT4	CPT4	S	01656	19700101	20991231	
2101719		Procedure	CPT4	CPT4	S	0165T	20070703	20991231	
759466		Measurement	CPT4	CPT4	S	0165U	20210503	20991231	
2101720		Procedure	CPT4	CPT4	S	0166T	20070703	20120507	
759467		Measurement	CPT4	CPT4	S	0166U	20210503	20991231	
2101721		Procedure	CPT4	CPT4	S	01670	19700101	20991231	
2101722		Procedure	CPT4	CPT4	S	0167T	20070703	20120507	
759468		Measurement	CPT4	CPT4	S	0167U	20210503	20991231	
2101723		Procedure	CPT4	CPT4		01680	19700101	20991231	
2101724		Procedure	CPT4	CPT4		01682	19700101	20180506	
2101725		Procedure	CPT4	CPT4	S	0168T	20070703	20120507	
759469		Measurement	CPT4	CPT4	S	0168U	20210503	20210930	
2101726		Procedure	CPT4	CPT4		0169T	20070703	20170507	
759470		Measurement	CPT4	CPT4	S	0169U	20210503	20991231	
2722191		Procedure	CPT4	CPT4	S	01700	19700101	20130508	
42741127		Procedure	CPT4	CPT4		0170T	20070703	20160311	
759471		Measurement	CPT4	CPT4	S	0170U	20210503	20991231	
2101728		Procedure	CPT4	CPT4	S	01710	19700101	20991231	
2101729		Procedure	CPT4	CPT4	S	01712	19700101	20991231	
2101730		Procedure	CPT4	CPT4	S	01714	19700101	20991231	
2101731		Procedure	CPT4	CPT4	S	01716	19700101	20991231	
2101732		Procedure	CPT4	CPT4		0171T	20080401	20170507	
759730		Measurement	CPT4	CPT4	S	0171U	20210503	20991231	
2101733		Procedure	CPT4	CPT4		0172T	20080401	20170507	
759472		Measurement	CPT4	CPT4	S	0172U	20210503	20991231	
2101734		Procedure	CPT4	CPT4		01730	19700101	20991231	
2101735		Procedure	CPT4	CPT4	S	01732	19700101	20991231	
733011		Drug	CPT4	CPT4		0173A	20221208	20991231	
2101736		Procedure	CPT4	CPT4	S	0173T	20080401	20130508	
759473		Measurement	CPT4	CPT4	S	0173U	20210503	20991231	
2101737		Procedure	CPT4	CPT4	S	01740	19700101	20991231	
2101738		Procedure	CPT4	CPT4	S	01742	19700101	20991231	
2101739		Procedure	CPT4	CPT4	S	01744	19700101	20991231	
705253		Drug	CPT4	CPT4		0174A	20230314	20991231	
2101740		Procedure	CPT4	CPT4	S	0174T	20080401	20991231	
759474		Measurement	CPT4	CPT4	S	0174U	20210503	20991231	
2101741		Procedure	CPT4	CPT4		01756	19700101	20991231	
2101742		Procedure	CPT4	CPT4	S	01758	19700101	20991231	
2101743		Procedure	CPT4	CPT4	S	0175T	20080401	20991231	
759475		Measurement	CPT4	CPT4	S	0175U	20210503	20991231	
2101744		Procedure	CPT4	CPT4	S	01760	19700101	20991231	
42741337		Procedure	CPT4	CPT4		0176T	20080401	20160311	
759476		Measurement	CPT4	CPT4	S	0176U	20210503	20991231	
2101746		Procedure	CPT4	CPT4		01770	19700101	20991231	
2101747		Procedure	CPT4	CPT4		01772	19700101	20991231	
42741342		Procedure	CPT4	CPT4		0177T	20080401	20160311	
759477		Measurement	CPT4	CPT4	S	0177U	20210503	20991231	
2101749		Procedure	CPT4	CPT4		01780	19700101	20991231	
2101750		Procedure	CPT4	CPT4		01782	19700101	20991231	
2101751		Procedure	CPT4	CPT4	S	01784	19700101	20130508	
2101752		Procedure	CPT4	CPT4	S	0178T	20080401	20180506	
759478		Measurement	CPT4	CPT4	S	0178U	20210503	20991231	
2101753		Procedure	CPT4	CPT4	S	0179T	20080401	20180506	
759479		Procedure	CPT4	CPT4	S	0179U	20210503	20991231	
2722192		Procedure	CPT4	CPT4	S	01800	19700101	20130508	
2101754		Procedure	CPT4	CPT4	S	0180T	20080401	20180506	
759480		Measurement	CPT4	CPT4	S	0180U	20210503	20991231	
2101755		Procedure	CPT4	CPT4	S	01810	19700101	20991231	
2101756		Procedure	CPT4	CPT4		0181T	20080401	20150510	
759481		Measurement	CPT4	CPT4	S	0181U	20210503	20991231	
2101757		Procedure	CPT4	CPT4		01820	19700101	20991231	
2101758		Procedure	CPT4	CPT4	S	01829	20030331	20991231	
2101759		Procedure	CPT4	CPT4		0182T	20080401	20170507	
759482		Measurement	CPT4	CPT4	S	0182U	20210503	20991231	
2101760		Procedure	CPT4	CPT4	S	01830	19700101	20991231	
2101761		Procedure	CPT4	CPT4		01832	19700101	20991231	
2101762		Procedure	CPT4	CPT4		0183T	20080401	20140415	
759483		Measurement	CPT4	CPT4	S	0183U	20210503	20991231	
2101763		Procedure	CPT4	CPT4		01840	19700101	20991231	
2101764		Procedure	CPT4	CPT4		01842	19700101	20991231	
2101765		Procedure	CPT4	CPT4	S	01844	19700101	20991231	
2101766		Procedure	CPT4	CPT4	S	0184T	20090406	20991231	
759484		Measurement	CPT4	CPT4	S	0184U	20210503	20991231	
2101767		Procedure	CPT4	CPT4		01850	19700101	20991231	
2101768		Procedure	CPT4	CPT4		01852	19700101	20991231	
2101769		Procedure	CPT4	CPT4	S	0185T	20090406	20140415	
759485		Measurement	CPT4	CPT4	S	0185U	20210503	20991231	
2101770		Procedure	CPT4	CPT4	S	01860	19700101	20991231	
2101771		Procedure	CPT4	CPT4	S	0186T	20090406	20140415	
759486		Measurement	CPT4	CPT4	S	0186U	20210503	20991231	
42741686		Procedure	CPT4	CPT4	S	0187T	20090406	20110505	
759487		Measurement	CPT4	CPT4	S	0187U	20210503	20991231	
2101773		Observation	CPT4	CPT4		0188T	20090406	20190505	
759488		Measurement	CPT4	CPT4	S	0188U	20210503	20991231	
2101774		Observation	CPT4	CPT4		0189T	20090406	20190505	
759489		Measurement	CPT4	CPT4	S	0189U	20210503	20991231	
2101775		Procedure	CPT4	CPT4	S	01904	19700101	20130508	
42739732		Procedure	CPT4	CPT4	S	01905	19700101	20080401	
2101777		Procedure	CPT4	CPT4	S	01906	19700101	20130508	
2101778		Procedure	CPT4	CPT4	S	01908	19700101	20130508	
2101779		Procedure	CPT4	CPT4	S	0190T	20090406	20190505	
759490		Measurement	CPT4	CPT4	S	0190U	20210503	20991231	
2101780		Procedure	CPT4	CPT4	S	01910	19700101	20130508	
2101781		Procedure	CPT4	CPT4	S	01912	19700101	20130508	
2101782		Procedure	CPT4	CPT4	S	01914	19700101	20130508	
2101783		Procedure	CPT4	CPT4	S	01916	19700101	20991231	
2101784		Procedure	CPT4	CPT4	S	01918	19700101	20130508	
2101785		Procedure	CPT4	CPT4	S	0191T	20090406	20211231	
759491		Measurement	CPT4	CPT4	S	0191U	20210503	20991231	
2101786		Procedure	CPT4	CPT4	S	01920	19700101	20991231	
2101787		Procedure	CPT4	CPT4	S	01921	19700101	20130508	
2101788		Procedure	CPT4	CPT4	S	01922	19700101	20991231	
2101789		Procedure	CPT4	CPT4	S	01924	19700101	20991231	
2101790		Procedure	CPT4	CPT4	S	01925	19700101	20991231	
2101791		Procedure	CPT4	CPT4	S	01926	19700101	20991231	
2101792		Procedure	CPT4	CPT4	S	0192T	20090406	20140415	
759492		Measurement	CPT4	CPT4	S	0192U	20210503	20991231	
2101793		Procedure	CPT4	CPT4	S	01930	19700101	20991231	
2101794		Procedure	CPT4	CPT4	S	01931	19700101	20991231	
2101795		Procedure	CPT4	CPT4	S	01932	19700101	20991231	
2101796		Procedure	CPT4	CPT4	S	01933	19700101	20991231	
2101797		Procedure	CPT4	CPT4	S	01935	20080401	20211231	
2101798		Procedure	CPT4	CPT4	S	01936	20080401	20211231	
1389534		Procedure	CPT4	CPT4	S	01937	20221107	20991231	
1389535		Procedure	CPT4	CPT4	S	01938	20221107	20991231	
1389536		Procedure	CPT4	CPT4	S	01939	20221107	20991231	
42741826		Procedure	CPT4	CPT4	S	0193T	20090406	20110505	
759494		Measurement	CPT4	CPT4	S	0193U	20210503	20991231	
1389537		Procedure	CPT4	CPT4	S	01940	20221107	20991231	
1389538		Procedure	CPT4	CPT4	S	01941	20221107	20991231	
1389539		Procedure	CPT4	CPT4	S	01942	20221107	20991231	
42741827		Procedure	CPT4	CPT4	S	0194T	20090406	20160311	
759495		Measurement	CPT4	CPT4	S	0194U	20210503	20991231	
2101801		Procedure	CPT4	CPT4	S	01951	19700101	20991231	
2101802		Procedure	CPT4	CPT4	S	01952	19700101	20991231	
2101803		Procedure	CPT4	CPT4	S	01953	19700101	20991231	
2101804		Procedure	CPT4	CPT4	S	01958	20040331	20991231	
2101805		Procedure	CPT4	CPT4	S	0195T	20090406	20190505	
759496		Measurement	CPT4	CPT4	S	0195U	20210503	20991231	
2101806		Procedure	CPT4	CPT4	S	01960	19700101	20991231	
2101807		Procedure	CPT4	CPT4	S	01961	19700101	20991231	
2101808		Procedure	CPT4	CPT4	S	01962	19700101	20991231	
2101809		Procedure	CPT4	CPT4	S	01963	19700101	20991231	
42739743		Procedure	CPT4	CPT4	S	01964	19700101	20060213	
2101811		Procedure	CPT4	CPT4	S	01965	20060213	20991231	
2101812		Procedure	CPT4	CPT4	S	01966	20060213	20991231	
2101813		Procedure	CPT4	CPT4	S	01967	19700101	20991231	
2101814		Procedure	CPT4	CPT4	S	01968	19700101	20991231	
2101815		Procedure	CPT4	CPT4	S	01969	19700101	20991231	
2101816		Procedure	CPT4	CPT4	S	0196T	20090406	20190505	
759497		Measurement	CPT4	CPT4	S	0196U	20210503	20991231	
2101817		Procedure	CPT4	CPT4	S	0197T	20100403	20150510	
759498		Measurement	CPT4	CPT4	S	0197U	20210503	20991231	
2101818		Procedure	CPT4	CPT4	S	0198T	20100403	20991231	
759499		Measurement	CPT4	CPT4	S	0198U	20210503	20991231	
2101819		Procedure	CPT4	CPT4	S	01990	19700101	20991231	
2101820		Procedure	CPT4	CPT4	S	01991	20030331	20991231	
2101821		Procedure	CPT4	CPT4	S	01992	20030331	20991231	
42739028		Procedure	CPT4	CPT4	S	01995	19700101	20070703	
2101823		Procedure	CPT4	CPT4	S	01996	19700101	20991231	
2101824		Procedure	CPT4	CPT4	S	01999	19700101	20991231	
2101825		Procedure	CPT4	CPT4	S	0199T	20100403	20150510	
759500		Measurement	CPT4	CPT4	S	0199U	20210503	20991231	
2101826		Procedure	CPT4	CPT4	S	0200T	20100403	20991231	
759501		Measurement	CPT4	CPT4	S	0200U	20210503	20991231	
2101827		Procedure	CPT4	CPT4	S	0201T	20100403	20991231	
759493		Measurement	CPT4	CPT4	S	0201U	20210503	20991231	
2101828		Procedure	CPT4	CPT4	S	0202T	20100403	20991231	
742218		Measurement	CPT4	CPT4	S	0202U	20200520	20991231	
42741857		Procedure	CPT4	CPT4	S	0203T	20100403	20110505	
759502		Measurement	CPT4	CPT4	S	0203U	20210503	20991231	
42741849		Procedure	CPT4	CPT4		0204T	20100403	20160311	
759503		Measurement	CPT4	CPT4	S	0204U	20210503	20991231	
40756937		Procedure	CPT4	CPT4	S	0205T	20100403	20200503	
759504		Measurement	CPT4	CPT4	S	0205U	20210503	20991231	
40756895		Procedure	CPT4	CPT4	S	0206T	20100403	20200503	
759731		Measurement	CPT4	CPT4	S	0206U	20210503	20991231	
40757000		Procedure	CPT4	CPT4	S	0207T	20100403	20991231	
759732		Measurement	CPT4	CPT4	S	0207U	20210503	20991231	
40757079		Procedure	CPT4	CPT4	S	0208T	20110505	20991231	
759505		Measurement	CPT4	CPT4	S	0208U	20210503	20230501	
40756957		Procedure	CPT4	CPT4	S	0209T	20110505	20991231	
759506		Measurement	CPT4	CPT4	S	0209U	20210503	20991231	
40756849		Procedure	CPT4	CPT4	S	0210T	20110505	20991231	
759507		Measurement	CPT4	CPT4	S	0210U	20210503	20991231	
40756994		Procedure	CPT4	CPT4	S	0211T	20110505	20991231	
759508		Measurement	CPT4	CPT4	S	0211U	20210503	20991231	
40756864		Procedure	CPT4	CPT4	S	0212T	20110505	20991231	
